LSOA11CD,PTAI
E01000933,73.83509533
E01000934,150.8266768
E01000935,49.60164273
E01000936,114.1542887
E01000937,19.90519386
E01000938,4.983010762
E01000939,61.72069367
E01000940,157.3216402
E01000941,59.44338262
E01000942,95.34527422
E01000943,65.43928918
E01000944,82.19401526
E01000945,0.101778215
E01000946,114.6022625
E01000947,86.56919084
E01000948,303.3986655
E01000949,173.1624092
E01000950,299.7470956
E01000951,246.1823392
E01000952,317.3025539
E01000953,86.42027103
E01000954,17.82984921
E01000955,322.0836628
E01000956,130.7305628
E01000957,35.72429708
E01000958,203.0148944
E01000959,147.5832737
E01000960,61.98375677
E01000961,89.50552136
E01000962,131.4317459
E01000963,62.28238486
E01000964,66.9446219
E01000965,47.00024691
E01000966,110.0803568
E01000967,268.9317223
E01000968,39.01467576
E01000969,21.40226064
E01000970,191.2714528
E01000971,632.6963263
E01000972,1457.017924
E01000973,767.4016269
E01000974,168.4447963
E01000975,43.52948425
E01000976,79.58942772
E01000977,106.7292748
E01000978,2.410023626
E01000979,30.46674767
E01000980,3.011526844
E01000981,5.933450434
E01000982,360.5788018
E01000983,16.14278268
E01000984,293.1866395
E01000985,140.6615229
E01000986,8.651535219
E01000987,63.99894561
E01000989,275.2747115
E01000990,5.592422247
E01000991,148.4873246
E01000992,10.66728806
E01000993,45.60988378
E01000994,218.5528294
E01000995,202.2216521
E01000996,6.218772966
E01000997,43.25722892
E01000998,52.23304223
E01000999,187.0261447
E01001000,47.79117097
E01001001,15.05025288
E01001002,17.29302538
E01001003,108.5991346
E01001004,69.7177548
E01001005,103.0025586
E01001006,17.64747791
E01001007,43.85235658
E01001008,110.6621042
E01001009,545.6487081
E01001010,289.7978044
E01001011,2.71511671
E01001012,189.6118618
E01001013,15.60904607
E01001014,694.1673124
E01001015,2.559706185
E01001016,26.73816604
E01001017,26.56645285
E01001018,332.154396
E01001019,35.23019186
E01001020,46.48625737
E01001021,95.12915431
E01001022,577.7815812
E01001023,525.1855495
E01001024,25.77526022
E01001025,19.67846453
E01001026,222.6925774
E01001027,141.7300386
E01001028,142.9660154
E01001029,39.43758113
E01001030,5.372322017
E01001031,121.7291541
E01001032,23.76197156
E01001033,6.980122185
E01001034,234.5072935
E01001035,545.5877025
E01001036,195.3672439
E01001037,33.29028318
E01001038,623.7707871
E01001039,82.81163031
E01001040,37.07538847
E01001041,35.06826895
E01001042,482.5693824
E01001043,76.68358893
E01001044,57.41117092
E01001045,3110.245697
E01001046,17.05629568
E01001047,11.56891785
E01001048,120.0614511
E01001049,502.4267592
E01001050,2221.422995
E01001051,33.47828449
E01001052,2173.038902
E01001053,10.50933155
E01001054,193.6165531
E01001055,35.05163302
E01001056,238.0981753
E01001057,204.4230266
E01001058,1282.770616
E01001059,75.2452224
E01001060,340.0969053
E01001061,59.08059097
E01001062,183.9484035
E01001063,86.48611721
E01001064,183.3294909
E01001065,1905.662253
E01001066,807.9442893
E01001067,39.03484913
E01001068,86.19770863
E01001069,37.28461947
E01001070,24.5843433
E01001071,803.1450817
E01001072,2083.356361
E01001073,99.95811305
E01001074,41.63242691
E01001075,145.7781021
E01001076,1301.79982
E01001077,97.1319501
E01001078,155.3881919
E01001079,29.97760164
E01001080,2383.478898
E01001081,819.0436073
E01001082,81.04421043
E01001083,77.5316012
E01001084,20.63184673
E01001085,1351.999224
E01001086,1585.937656
E01001087,824.0991182
E01001088,50.80980418
E01001089,525.0518814
E01001090,762.9991462
E01001091,2860.633441
E01001092,102.2353272
E01001093,386.7887678
E01001094,432.8639133
E01001095,189.4087226
E01001096,12.84565681
E01001097,64.44473351
E01001098,36.6707116
E01001099,25.30158104
E01001100,38.67634714
E01001101,432.2398577
E01001102,208.3184312
E01001103,226.3203233
E01001104,55.90371842
E01001105,974.9333622
E01001106,153.3140913
E01001107,67.85952358
E01001108,510.0020429
E01001109,2844.635218
E01001110,37.75993459
E01001111,5870.134135
E01001112,346.5694446
E01001113,6.876288718
E01001114,404.5984598
E01001115,111.1731228
E01001116,2156.140753
E01001117,35.53264293
E01001118,200.8792737
E01001119,0.829488376
E01001120,340.70974
E01001121,25.80462558
E01001122,59.03850931
E01001123,5.948165498
E01001124,591.2211839
E01001125,0.993205269
E01001126,122.4310784
E01001127,10.70608549
E01001128,5.514898901
E01001129,111.1174612
E01001130,181.5852697
E01001131,10.875856
E01001132,112.5102657
E01001133,125.0345499
E01001134,1.156534007
E01001135,267.3134709
E01001136,163.121896
E01001137,225.0522804
E01001138,449.8415499
E01001139,213.4792585
E01001140,64.12880941
E01001141,112.5682479
E01001142,94.71569129
E01001143,2.434002578
E01001144,616.4745647
E01001145,30.45951576
E01001146,80.96727325
E01001147,165.2560583
E01001148,81.52528896
E01001149,5.452033861
E01001150,332.2672565
E01001151,74.29959528
E01001152,185.9966658
E01001153,52.38183573
E01001154,10.04598878
E01001155,377.8654864
E01001156,173.2882183
E01001157,100.7978033
E01001158,1.089151976
E01001159,906.4418345
E01001160,14.58541304
E01001161,108.7935266
E01001162,20.49871505
E01001163,75.69085779
E01001164,1038.78617
E01001165,41.92135773
E01001166,209.7795498
E01001167,24.02268966
E01001168,59.22831715
E01001169,58.88386012
E01001170,52.46158225
E01001171,933.3857845
E01001172,2028.923835
E01001173,240.2896959
E01001174,31.52799435
E01001175,5.585033568
E01001176,27.43731469
E01001177,144.1373061
E01001178,32.75515304
E01001179,811.1035757
E01001180,490.9161564
E01001181,93.16091238
E01001182,12.17446552
E01001183,175.868122
E01001184,189.0761703
E01001185,123.2526367
E01001186,80.3918156
E01001187,129.5509643
E01001188,2733.142271
E01001189,44.96280609
E01001190,7.992798435
E01001191,15.82824751
E01001192,2.886886537
E01001193,131.6974838
E01001194,692.1691024
E01001195,335.933652
E01001196,202.8037788
E01001197,21.22531779
E01001198,42.31625507
E01001199,222.8698482
E01001200,31.27653262
E01001201,226.8830807
E01001202,109.7090022
E01001203,141.120744
E01001204,36.10163378
E01001205,81.11622517
E01001206,306.739734
E01001207,105.3110637
E01001208,68.69737877
E01001209,37.18585076
E01001210,92.23548961
E01001211,725.7259712
E01001212,173.111055
E01001213,567.5777879
E01001214,84.52799329
E01001215,57.86103318
E01001216,9.949501072
E01001217,164.8775674
E01001218,110.6841108
E01001219,280.8343371
E01001220,216.0903607
E01001221,201.5121644
E01001222,989.1800674
E01001223,4.334688533
E01001224,941.8321902
E01001225,137.0046548
E01001226,44.34038346
E01001227,261.0999856
E01001228,214.9637186
E01001229,22.56139219
E01001230,95.60885804
E01001231,532.9859622
E01001232,194.6700464
E01001233,9.144171548
E01001234,4.896155226
E01001235,49.55690749
E01001236,125.6766127
E01001237,56.06359184
E01001238,723.6776903
E01001239,104.5119277
E01001240,35.14725103
E01001241,24.1421918
E01001242,467.374618
E01001243,134.1010029
E01001244,153.7051507
E01001245,456.5420756
E01001246,109.6905049
E01001247,93.04437124
E01001248,76.95458752
E01001249,567.4972046
E01001250,14.44664363
E01001251,43.29203201
E01001252,9.867244893
E01001253,23.88071181
E01001254,92.0886832
E01001255,123.8816185
E01001257,108.5112836
E01001258,138.9250361
E01001259,133.4157935
E01001260,75.52919265
E01001261,130.4279114
E01001262,200.3149317
E01001263,1364.020765
E01001264,80.50019887
E01001265,76.79150065
E01001266,61.93721263
E01001267,42.46988866
E01001268,15.22097413
E01001269,118.4913248
E01001270,116.7694501
E01001271,6.277522273
E01001272,1.449043228
E01001273,13.63699385
E01001274,84.05983233
E01001275,117.9210781
E01001276,308.7089011
E01001277,22.71031768
E01001278,646.3005239
E01001279,424.5057841
E01001280,30.61680407
E01001281,27.8006382
E01001282,133.4526042
E01001283,79.45770717
E01001284,21.92291966
E01001285,66.38859429
E01001286,219.3349177
E01001287,177.5511889
E01001288,116.2425787
E01001289,562.7167653
E01001290,26.9679069
