LSOA11CD,PTAI
E01012236,127.1055938
E01012237,162.4831523
E01012238,53.32674797
E01012239,99.15847866
E01012240,130.9621657
E01012241,20.39646911
E01012242,104.5379113
E01012243,166.3242702
E01012244,81.97167697
E01012245,43.89519409
E01012246,163.540623
E01012247,2.725043135
E01012248,9.056318598
E01012249,67.15185254
E01012250,18.13868478
E01012251,40.46078397
E01012252,8.949344296
E01012253,118.3885451
E01012254,8.646544828
E01012255,100.612356
E01012256,227.3892628
E01012257,107.476068
E01012258,12.4316414
E01012259,11.02664809
E01012260,140.7061719
E01012261,31.22150561
E01012262,44.87182314
E01012264,7.875822342
E01012266,188.5752315
E01012267,23.69250296
E01012268,113.9161084
E01012269,102.4263132
E01012270,437.3603145
E01012271,39.03753153
E01012272,22.10302264
E01012273,72.33551865
E01012274,114.9834261
E01012275,5.98052486
E01012276,378.3196398
E01012277,11.47486406
E01012278,6.652571979
E01012279,241.1709257
E01012280,98.70220827
E01012281,429.2638806
E01012282,89.81598039
E01012283,242.570888
E01012284,98.21257682
E01012285,34.7069075
E01012286,86.05553593
E01012287,31.78731411
E01012288,169.3113979
E01012289,114.5733988
E01012290,101.2211107
E01012291,27.59926481
E01012292,15.74595534
E01012294,186.8909298
E01012295,123.8613175
E01012296,154.0485906
E01012297,170.9358472
E01012298,135.8625289
E01012299,234.2726748
E01012300,9.656167058
E01012301,72.2630957
E01012302,108.2519201
E01012303,55.67263254
E01012304,8.915997917
E01012305,24.39387089
E01012306,147.8530553
E01012307,23.04425125
E01012309,23.31961167
E01012310,96.09898413
E01012311,10.22464997
E01012312,152.2627698
E01012313,77.95716306
E01012314,63.06180548
E01012315,215.5651972
E01012316,157.1456261
E01012317,60.87241285
E01012318,14.12384226
E01012319,120.2801229
E01012323,154.4158734
E01012324,2246.979576
E01012325,55.67792684
E01012326,19.72971882
E01012327,337.1352439
E01012328,28.8775256
E01012329,498.4749309
E01012330,8.278380051
E01012331,530.3857626
E01012332,87.25361253
E01012333,746.7621192
E01012334,657.062198
E01012335,25.95713054
E01012336,516.7120584
E01012337,530.8256052
E01012338,25.7837269
E01012339,459.2212438
E01012340,31.76167675
E01012341,619.1523357
E01012342,129.7369592
E01012343,109.6063075
E01012344,348.9677473
E01012345,80.49423481
E01012346,116.38911
E01012347,315.3798639
E01012348,299.0206912
E01012349,49.55043885
E01012350,61.53905363
E01012351,287.9738889
E01012352,123.7661418
E01012353,374.7605741
E01012354,69.49761133
E01012355,339.5080346
E01012356,10.9333435
E01012357,130.2603744
E01012358,302.8622776
E01012359,19.22944145
E01012360,77.66734006
E01012361,3.809940622
E01012362,37.98192667
E01012363,315.879607
E01012364,3.511525803
E01012365,3.711334533
E01012366,157.5558742
E01012367,89.89944682
E01012368,112.2447667
E01012369,0.277402277
E01012370,1082.252717
E01012371,77.22789986
E01012372,357.9522421
E01012373,6.531056161
E01012374,136.8370306
E01012375,272.4589789
E01012376,98.10685622
E01012377,502.6038636
E01012378,213.3598269
E01012379,57.9939964
E01012380,135.8532046
E01012381,272.9561759
E01012382,153.9936746
E01012383,23.70488793
E01012384,250.859668
E01012385,37.0933859
E01012386,64.09116771
E01012387,107.2547289
E01012388,2594.29603
E01012389,123.6967185
E01012390,43.0675152
E01012391,101.9842322
E01012392,107.8718998
E01012393,123.214397
E01012394,107.7000858
E01012395,7.393900373
E01012396,23.6913514
E01012397,16.13101601
E01012398,81.10004116
E01012399,202.518975
E01012400,120.1336601
E01012401,56.12298231
E01012402,9.139477791
E01012403,89.72138439
E01012404,105.6417838
E01012405,26.4601823
E01012406,128.9966061
E01012407,190.2764647
E01012408,118.6149925
E01012409,10.00858026
E01012410,44.26934051
E01012411,9.891397748
E01012412,226.3026683
E01012413,124.3349386
E01012414,87.27514996
E01012415,242.8671077
E01012416,216.7374784
E01012417,236.3057139
E01012418,67.61421452
E01012419,219.5317391
E01012420,150.0970402
E01012421,888.6253746
E01012422,93.77492543
E01012423,141.7904232
E01012424,205.81309
E01012425,292.1895452
E01012426,46.96789628
E01012427,255.3248017
E01012428,125.940357
E01012429,257.3115017
E01012430,102.2599152
E01012431,391.7825103
E01012432,24.42624592
E01012433,204.8131328
E01012434,253.2665376
E01012435,275.9393181
E01012436,41.49224449
E01012437,5.092383755
E01012438,19.16442039
E01012439,31.14459967
E01012440,118.9746933
E01012441,83.39528105
E01012442,107.4218544
E01012443,564.3127945
E01012444,137.5959083
E01012445,10.49126649
E01012446,33.70409071
E01012447,130.7672287
E01012448,41.06542835
E01012449,49.32692007
E01012450,138.8885531
E01012451,386.0632878
E01012452,210.541769
E01012453,45.03082234
E01012454,253.6808269
E01012455,18.50650535
E01012457,66.81896023
E01012458,273.640547
E01012459,544.486722
E01012460,2033.487156
E01012461,63.68599724
E01012462,63.80323473
E01012463,895.1541984
E01012464,439.9076172
E01012465,114.6687868
E01012466,691.1439291
E01012467,70.52426611
E01012468,30.05692044
E01012469,670.2933285
E01012470,1077.42138
E01012471,77.20671445
E01012472,18.79139433
E01012473,147.6904419
E01012474,301.7387073
E01012475,151.6573584
E01012476,139.6428391
E01012477,897.4612421
E01012478,35.57637683
E01012479,64.9970203
E01012480,1707.971033
E01012481,209.9553891
E01012482,20.75159024
E01012483,2796.817492
E01012485,124.8047823
E01012486,919.7657622
E01012487,21.76121632
E01012488,12.56246687
E01012489,202.8470964
E01012490,100.1474827
E01012491,189.5123448
E01012492,218.8507003
E01012493,21.49784912
E01012494,55.96408208
E01012495,159.1827651
E01012496,26.23352392
E01012497,13.98467691
E01012498,62.92889206
E01012499,14.34540555
E01012500,905.3624604
E01012501,10.58669278
E01012502,521.8580303
E01012503,2.196034294
E01012504,354.0023147
E01012505,1373.422024
E01012506,28.18124167
E01012507,887.6582955
E01012508,24.96524747
E01012509,202.9564405
E01012510,523.4646813
E01012511,3.490156619
E01012512,9.118735098
E01012513,4.15116616
E01012514,19.23997178
E01012515,45.63079148
E01012516,44.05272154
E01012517,15.36870956
E01012518,304.2478241
E01012519,36.12288409
E01012520,137.302484
E01012521,32.68530803
E01012522,425.567086
E01012523,9.840795379
E01012524,117.8786132
E01012525,16.11458425
E01012526,262.6156874
E01012527,551.1928099
E01012528,97.74027481
E01012529,358.5354443
E01012530,985.4917854
E01012531,329.187666
E01012532,551.0232145
E01012533,765.7273001
E01012534,42.07199633
E01012535,117.9434864
E01012536,8.251538629
E01012537,5.215368032
E01012538,50.57084567
E01012539,4.900353156
E01012540,8.433486631
E01012541,367.1431227
E01012542,421.8105842
E01012543,62.93069327
E01012544,584.1016604
E01012545,470.1861419
E01012546,5.326931769
E01012547,396.7031031
E01012548,104.892533
E01012549,242.3378971
E01012550,32.34632363
E01012551,24.51345542
E01012552,189.3006746
E01012553,24.33247833
E01012554,157.3017415
E01012555,213.7088429
E01012556,13.68918593
E01012557,181.3804257
E01012558,25.68881971
E01012559,0.973516623
E01012560,340.4207993
E01012561,683.32054
E01012562,24.29093517
E01012563,133.3097643
E01012564,142.2465961
E01012565,204.0093944
E01012566,378.7121601
E01012567,5.508269992
E01012568,85.39136968
E01012569,9.328962786
E01012570,55.03709114
E01012571,87.08076931
E01012572,1.446654585
E01012573,17.98105812
E01012574,194.978174
E01012575,186.4614781
E01012576,150.0166377
E01012577,4.746410806
E01012578,252.7483335
E01012579,34.39441105
E01012580,0.264215297
E01012581,102.1319754
E01012582,10.66664156
E01012583,69.80354166
E01012584,6.429632707
E01012585,180.9039715
E01012586,24.56434145
E01012587,5.305692964
E01012588,55.69212517
E01012589,45.73194502
E01012590,108.0716832
E01012591,129.4640081
E01012592,27.82593808
E01012593,111.8907515
E01012594,123.168388
E01012595,25.31860563
E01012596,226.8997589
E01012597,68.46055742
E01012598,821.6623564
E01012599,26.68126294
E01012600,79.05820872
E01012601,25.93078896
E01012602,113.3023212
E01012603,38.96565252
E01012604,867.2108229
E01012605,66.54584355
E01012606,46.82679848
E01012607,911.8617255
E01012608,95.71496338
E01012609,56.44963221
E01012610,624.1828481
E01012611,142.3882758
E01012612,28.97683297
E01012613,192.6057836
E01012614,520.9623001
E01012615,305.2730024
E01012616,12.12138914
E01012617,243.57252
E01012618,119.9980254
E01012619,485.7234299
E01012620,100.6292367
E01012621,98.61918715
E01012622,183.507416
E01012623,103.9359941
E01012624,545.0849205
E01012625,298.6688454
E01012628,245.7592542
E01012629,101.5208613
E01012630,275.2984909
E01012631,99.36244865
E01012632,66.0513882
E01012633,293.241872
E01012634,12.25337134
E01012635,5.565351241
E01012636,407.3731422
E01012637,370.3299667
E01012638,546.5078526
E01012639,281.5194607
E01012640,134.2812268
E01012641,63.48434469
E01012642,320.3933059
E01012643,176.1558243
E01012644,65.58810771
E01012645,140.2527432
E01012646,170.9898515
E01012647,68.39642339
E01012648,233.8300486
E01012649,304.4633875
E01012650,548.5380773
E01012651,13.16897778
E01012652,181.8288836
E01012653,152.136911
E01012654,521.976001
E01012655,385.8417229
E01012656,41.40971144
E01012657,420.3639468
E01012658,206.2362596
E01012659,27.05002228
E01012660,147.5691302
E01012661,89.88849234
E01012662,143.5830928
E01012663,172.4115887
E01012664,85.06761825
E01012665,122.4088431
E01012666,101.6926655
E01012667,114.954013
E01012668,627.8036183
E01012669,172.4538541
E01012670,2.378017187
E01012671,300.5042582
E01012672,274.1149591
E01012673,119.7035767
E01012674,291.4364432
E01012675,134.5783189
E01012676,146.9395503
E01012677,40.33547697
E01012678,42.11165901
E01012679,249.5275643
E01012680,134.5505078
E01012681,84.6657122
E01012682,40.30089116
E01012683,0.701761813
E01012684,25.2029634
E01012685,17.07751037
E01012686,30.45338743
E01012687,110.9928624
E01012688,65.55636494
E01012689,24.95435316
E01012690,36.13831162
E01012691,92.54599939
E01012692,7.496053623
E01012693,227.9790305
E01012694,69.70729039
E01012695,40.18423079
E01012696,13.95624619
E01012697,2.937227139
E01012698,1452.95113
E01012699,551.0853097
E01012700,29.6032656
E01012701,19.18645091
E01012702,23.70585524
E01012703,13.04415182
E01012704,46.83792878
E01012705,67.1048338
E01012706,15.39377535
E01012707,113.167672
E01012708,102.9017795
E01012709,68.18989913
E01012710,6.070538205
E01012711,13.8892712
E01012712,31.15180437
E01012713,31.58546522
E01012714,136.1408399
E01012715,3.065997909
E01012716,14.44731358
E01012717,400.6499629
E01012718,36.95144626
E01012719,222.7495963
E01012720,42.10019113
E01012721,4.633876362
E01012722,23.00646527
E01012723,197.0273906
E01012724,40.4747481
E01012725,110.0421348
E01012726,1.712552086
E01012727,21.93345636
E01012728,461.1609796
E01012729,204.1173501
E01012730,6.723729763
E01012731,156.4826571
E01012732,354.1917312
E01012733,36.49252484
E01012734,11.82301151
E01012735,115.4472639
E01012736,110.6111394
E01012737,115.3850518
E01012738,188.1090869
E01012739,1.843666297
E01012740,416.2897879
E01012741,244.2395443
E01012742,13.07703737
E01012743,64.48081176
E01012744,72.66508374
E01012745,64.66864218
E01012746,2.780429914
E01012747,84.88780542
E01012748,113.9789872
E01012749,10.886215
E01012750,2.186459689
E01012751,151.6312927
E01012752,83.73775748
E01012753,31.34248383
E01012754,5.790361022
E01012755,154.3201841
E01012756,12.0736029
E01012757,4.363941855
E01012758,0.795333733
E01012759,253.1901462
E01012760,9.692034545
E01012761,106.7696237
E01012762,5.271034933
E01012763,17.98285829
E01012764,3.740009201
E01012765,248.5101204
E01012766,2.576608995
E01012767,92.9036741
E01012768,623.6020499
E01012769,70.99698685
E01012770,0.272981537
E01012771,186.2207081
E01012772,266.5929636
E01012773,191.1901995
E01012774,38.63838713
E01012775,195.0029171
E01012776,207.6376242
E01012777,19.95996338
E01012778,15.61284172
E01012779,31.54021581
E01012780,73.02004995
E01012781,1.56490909
E01012782,138.0867015
E01012783,11.5214803
E01012784,112.3884449
E01012785,4.345837874
E01012786,444.0641539
E01012787,1.703311523
E01012788,140.379155
E01012789,6.103086907
E01012790,171.5621467
E01012791,157.7280974
E01012792,120.6583603
E01012793,66.38300154
E01012794,277.8071924
E01012795,41.67600326
E01012796,182.8016534
E01012797,16.21869235
E01012798,188.9645169
E01012799,57.01259938
E01012800,94.4090115
E01012801,131.5675659
E01012802,6.785175755
E01012803,34.57139158
E01012804,163.1773337
E01012805,66.92989521
E01012806,75.66489208
E01012807,43.74083394
E01012808,260.4654218
E01012809,114.6734754
E01012810,57.09638773
E01012811,280.8903696
E01012812,120.2545899
E01012813,44.16368621
E01012814,534.2399158
E01012815,144.8160753
E01012816,82.37079144
E01012817,341.8425482
E01012818,40.84839145
E01012819,17.8182982
E01012820,73.8728179
E01012821,9.303424092
E01012822,175.1279695
E01012823,14.74724104
E01012824,139.6246721
E01012825,212.62305
E01012826,24.28062015
E01012827,242.7646266
E01012828,18.62613484
E01012829,17.62098371
E01012830,67.3055121
E01012832,44.04074327
E01012833,173.5570919
E01012834,132.936617
E01012835,22.74625616
E01012836,3.367508998
E01012837,65.43653958
E01012838,216.391823
E01012839,177.6538131
E01012840,109.9578748
E01012841,23.37203333
E01012842,0.16449847
E01012843,249.6884267
E01012844,73.59607575
E01012845,26.11714488
E01012846,186.5305925
E01012847,86.29518479
E01012848,80.52723364
E01012849,14.44836848
E01012850,49.01819618
E01012851,26.59017611
E01012852,60.13906968
E01012854,2.132029578
E01012855,86.24652705
E01012856,58.72401596
E01012857,157.2001103
E01012858,5.171365312
E01012859,32.07317869
E01012860,13.41497177
E01012862,29.84444787
E01012863,28.67617794
E01012864,1602.373947
E01012865,778.573682
E01012866,172.506521
E01012867,2047.989249
E01012868,298.0164996
E01012869,107.7503178
E01012870,44.59200221
E01012871,165.8263418
E01012872,15.97925433
E01012873,44.59293429
E01012874,1576.019154
E01012875,81.29386293
E01012876,30.42167655
E01012877,286.286605
E01012878,124.2652973
E01012879,787.0886787
E01012880,45.33009677
E01012881,73.06309511
E01012882,19.19208159
E01012883,230.7922962
E01012884,83.61729718
E01012886,63.61312737
E01012887,156.8253963
E01012888,151.5543816
E01012889,396.6762932
E01012891,34.21771005
E01012892,38.21658702
E01012893,33.16912072
E01012894,46.60754643
E01012895,321.1428487
E01012896,367.5480846
E01012897,156.3815429
E01012898,57.8454434
E01012899,81.26694914
E01012900,33.15915344
E01012901,33.80489909
E01012902,75.53385052
E01012903,54.84932125
E01012904,40.08262896
E01012905,44.03620956
E01012906,131.3518586
E01012907,154.5212485
E01012908,431.921745
E01012909,130.3061543
E01012910,85.90384195
E01012911,179.8005857
E01012912,263.8881588
E01012913,188.3192705
E01012914,650.8512656
E01012915,263.7173064
E01012916,229.4475931
E01012917,278.6897556
E01012918,42.83566496
E01012919,80.01227382
E01012920,65.27442897
E01012921,19.69908334
E01012922,140.4261577
E01012923,109.708518
E01012924,132.793635
E01012925,7.260807774
E01012926,9.722662989
E01012927,91.83688536
E01012928,94.11479244
E01012929,10.32825961
E01012930,2.098567292
E01012931,77.15461227
E01012932,157.8605461
E01012933,129.3018782
E01012934,25.11886352
E01012935,18.7427448
E01012936,7.839317249
E01012937,23.97371219
E01012938,82.01834524
E01012939,3.267495442
E01012940,101.6047479
E01012941,125.9496489
E01012942,2.950504488
E01012943,71.89010497
E01012944,18.01624323
E01012945,58.26003978
E01012946,1.764651841
E01012947,1.225596375
E01012948,29.00514042
E01012949,118.1820385
E01012950,9.574829157
E01012951,49.56842855
E01012952,141.483077
E01012953,20.49684981
E01012954,180.4737504
E01012955,720.8090286
E01012956,16.82584667
E01012957,508.7956953
E01012958,11.65828447
E01012959,5.88548706
E01012960,99.08041114
E01012961,15.61135724
E01012962,376.4051028
E01012963,5.118805728
E01012964,1.999409474
E01012965,1075.153522
E01012966,672.2679277
E01012967,43.77011813
E01012968,600.6663802
E01012969,697.2852746
E01012970,178.7718132
E01012972,12.79842809
E01012973,128.8784933
E01012974,25.9014823
E01012975,1261.408748
E01012976,1201.727374
E01012977,630.0184425
E01012978,154.2296429
E01012979,194.5923888
E01012980,824.1358895
E01012981,1202.078418
E01012982,982.306185
E01012983,285.7156538
E01012984,14.18577091
E01012985,220.4397616
E01012986,350.3924205
E01012987,50.61278342
E01012988,26.91179316
E01012989,1148.878878
E01012990,141.7442918
E01012991,8.436898853
E01012992,125.217339
E01012993,8.257932895
E01012994,122.9940903
E01012995,248.4126291
E01012996,273.9173448
E01012997,8.838461882
E01012998,0.739089648
E01012999,356.4614661
E01013000,28.54665389
E01013001,172.0654435
E01013002,1791.818659
E01013003,42.86912428
E01013004,27.20740565
E01013005,0.650478686
E01013006,86.78832755
E01013007,14.0764977
E01013008,35.60214547
E01013009,349.1177496
E01013010,13.64423557
E01013011,9.002985636
E01013012,130.0060997
E01013013,10.67560129
E01013014,24.74265625
E01013015,27.94763539
E01013016,11.79657711
E01013017,2.198176671
E01013018,179.5547817
E01013019,52.93404242
E01013020,16.84536297
E01013021,2.352441904
E01013022,1081.841608
E01013023,8.641950892
E01013024,387.6558142
E01013025,116.6362788
E01013026,7.034021723
E01013027,1.929052049
E01013028,14.73578205
E01013029,31.28985709
E01013030,102.0324883
E01013031,48.96382011
E01013032,2.201798923
E01013033,12.05590789
E01013034,2.57473117
E01013035,382.4013672
E01013036,2.001135469
E01013037,51.99394552
E01013038,273.8649987
E01013039,413.2872996
E01013040,24.9793482
E01013041,3.087805248
E01013042,44.53548832
E01013043,47.40937471
E01013044,229.6114745
E01013045,86.82976691
E01013046,152.2260593
E01013047,188.0888136
E01013048,108.3195873
E01013049,1.43853282
E01013050,27.90376539
E01013051,57.63044721
E01013052,165.8175646
E01013053,50.78606374
E01013054,37.79051572
E01013055,1047.401694
E01013056,97.4250031
E01013057,52.3456373
E01013058,32.06919962
E01013059,727.5495737
E01013060,45.97321785
E01013061,62.72397173
E01013062,18.0715997
E01013063,61.85492504
E01013064,86.88537081
E01013065,74.89173707
E01013066,13.70648356
E01013067,53.83813943
E01013068,129.0496616
E01013069,93.89652739
E01013070,146.7538763
E01013071,115.1029624
E01013072,15.06807106
E01013073,28.77867346
E01013074,45.61925989
E01013075,29.26920129
E01013076,132.1913959
E01013077,23.09032206
E01013078,316.7864103
E01013079,461.5007851
E01013080,21.88627221
E01013081,185.8056027
E01013082,209.3928915
E01013083,752.0084838
E01013084,362.2603816
E01013085,103.0746496
E01013086,11.9740565
E01013087,156.7798049
E01013088,173.0272952
E01013089,74.4464973
E01013090,7285.417187
E01013091,100.6149195
E01013092,29.77017933
E01013093,38.76117325
E01013094,173.975567
E01013095,302.597004
E01013096,140.5182216
E01013097,286.8543668
E01013098,228.1190862
E01013099,4.633958449
E01013100,57.34941266
E01013101,156.7449901
E01013102,1531.038967
E01013103,82.04957628
E01013104,8.111718458
E01013105,119.4867706
E01013106,1233.873022
E01013107,99.84313271
E01013108,52.8646836
E01013110,71.06733645
E01013111,3289.248798
E01013112,114.7503437
E01013113,681.0132855
E01013114,44.3097263
E01013115,66.36455473
E01013116,62.3022062
E01013117,2476.664257
E01013118,282.8522352
E01013119,668.2581851
E01013120,76.83885736
E01013121,35.05280302
E01013122,514.2010704
E01013123,93.99483958
E01013124,121.6539044
E01013125,69.12399616
E01013126,44.68060145
E01013127,45.45377275
E01013128,453.7142007
E01013129,283.1401325
E01013130,214.7198307
E01013131,144.0927223
E01013132,30.54735492
E01013133,404.7298881
E01013134,178.8735755
E01013135,45.62136632
E01013136,10.79102666
E01013137,5.149534379
E01013138,104.6391993
E01013139,96.41087839
E01013140,40.53949943
E01013141,8.552496861
E01013142,1.784840793
E01013143,48.27165243
E01013144,256.9489074
E01013145,68.30199653
E01013146,17.70079609
E01013147,40.87528023
E01013148,50.49148295
E01013149,36.90109185
E01013150,188.2478965
E01013151,464.5538041
E01013152,104.0708082
E01013153,11.66149414
E01013154,102.2986367
E01013155,217.473687
E01013156,20.96009823
E01013157,21.33635978
E01013158,182.639397
E01013159,152.1171228
E01013160,72.75453989
E01013161,200.7758064
E01013162,24.98281332
E01013163,151.5166608
E01013164,623.1648375
E01013165,257.8477506
E01013166,299.8701064
E01013167,311.9348019
E01013168,728.4794954
E01013169,69.83153449
E01013170,124.7763158
E01013171,118.8590256
E01013172,496.95147
E01013173,18.60677538
E01013174,187.8498659
E01013175,50.4079737
E01013176,80.56833107
E01013177,30.18201007
E01013178,5.304482819
E01013179,71.11549683
E01013180,59.1157239
E01013181,58.82276498
E01013182,2.721826379
E01013183,2.651598915
E01013184,10.92808568
E01013185,157.0593404
E01013186,202.6213147
E01013187,15.16799137
E01013188,147.0718634
E01013189,257.674593
E01013190,26.43419369
E01013191,410.4885595
E01013192,537.247331
E01013193,30.44203446
E01013194,12.31967354
E01013195,22.00813257
E01013196,1019.151804
E01013197,165.4519247
E01013198,1.093379265
E01013199,18.49255611
E01013200,31.61409341
E01013201,240.266166
E01013202,250.7863696
E01013203,387.4080912
E01013204,10.66345181
E01013205,602.327278
E01013206,354.29333
E01013207,6.245635676
E01013208,93.91814542
E01013209,488.3785308
E01013210,89.9654061
E01013211,92.45579667
E01013212,557.0692794
E01013213,355.3495915
E01013214,230.4272618
E01013215,270.5438478
E01013216,54.19830565
E01013217,158.2028366
E01013218,102.136388
E01013219,199.6282784
E01013220,32.83950814
E01013221,281.9024366
E01013222,87.70962176
E01013223,161.8331051
E01013224,396.9644114
E01013225,83.11874602
E01013226,65.82597524
E01013227,508.6273842
E01013228,387.024058
E01013229,38.15428612
E01013231,57.47233323
E01013233,54.80397956
E01013234,272.6239347
E01013236,40.82246964
E01013237,89.8405858
E01013238,55.80311218
E01013239,43.04190454
E01013240,274.1224658
E01013241,154.9456889
E01013242,33.15422542
E01013243,479.8687617
E01013244,188.2247425
E01013245,455.6743481
E01013246,185.9073609
E01013247,245.6415017
E01013248,73.15142003
E01013249,113.9673515
E01013250,88.4837225
E01013251,75.27642461
E01013252,336.169256
E01013253,64.57086809
E01013254,300.4466856
E01013255,172.5680459
E01013256,844.3598171
E01013257,88.47085902
E01013258,410.9196451
E01013259,6.860325033
E01013260,28.70856694
E01013261,15.12107311
E01013262,60.47390708
E01013263,519.6418676
E01013264,13.40668193
E01013265,311.5361618
E01013266,635.1855459
E01013267,499.4549198
E01013268,60.31725869
E01013269,305.3017589
E01013270,22.5920537
E01013271,131.3630583
E01013272,23.96983733
E01013273,57.32459799
E01013274,115.1696723
E01013275,76.91047305
E01013276,227.6982201
E01013277,231.0160021
E01013278,912.6090551
E01013279,153.353861
E01013280,47.17836429
E01013281,65.87816373
E01013282,127.3705568
E01013283,360.5610803
E01013284,72.32225881
E01013285,11.6625061
E01013286,14.45117661
E01013287,34.97866552
E01013288,73.88267115
E01013289,76.88322885
E01013290,27.98675373
E01013291,17.7522697
E01013292,43.97985413
E01013293,237.3897649
E01013294,159.6656348
E01013295,288.6241328
E01013296,83.05364312
E01013297,73.68851566
E01013298,107.1393993
E01013299,18.86843664
E01013300,95.17215338
E01013301,19.31926739
E01013302,259.7047088
E01013303,69.19828563
E01013304,110.2302849
E01013305,44.9462553
E01013306,38.39136217
E01013307,200.0971186
E01013308,52.69141245
E01013309,218.3776957
E01013310,37.9870747
E01013311,196.3753363
E01013312,134.6675196
E01013313,230.3008846
E01013314,125.1634566
E01013315,230.7689531
E01013316,243.1588725
E01013317,45.51306547
E01013318,147.0702986
E01013319,102.1014452
E01013320,222.3395388
E01013321,254.3960552
E01013322,108.5118743
E01013323,54.69616366
E01013324,129.4546801
E01013325,8.694446519
E01013326,136.6722626
E01013327,73.8896441
E01013328,179.2482999
E01013329,30.4843328
E01013330,215.9645909
E01013331,31.04201179
E01013332,74.90211044
E01013333,116.2545392
E01013334,62.15260236
E01013335,136.5456094
E01013336,285.20267
E01013337,116.1732094
E01013338,72.51312672
E01013339,186.3035639
E01013340,338.026689
E01013341,283.4621045
E01013342,128.9847487
E01013343,180.5878188
E01013344,77.38761541
E01013345,81.36247535
E01013346,195.3146259
E01013347,9.310304257
E01013348,0.787532335
E01013349,3.00494282
E01013350,8.291711523
E01013351,0.538636352
E01013352,50.9584077
E01013353,2.839026819
E01013354,14.70272529
E01013355,23.02876391
E01013356,4.714944224
E01013357,13.28329892
E01013358,387.7699733
E01013359,256.2317342
E01013360,2.159957751
E01013361,425.4530979
E01013362,59.21527877
E01013363,263.1025921
E01013364,130.6251505
E01013365,120.3553297
E01013366,27.95843914
E01013368,422.6272721
E01013369,34.27818563
E01013370,7.763777604
E01013371,169.3476897
E01013372,185.6163868
E01013373,46.38761209
E01013374,192.6632735
E01013375,45.88213976
E01013376,158.5232519
E01013377,109.4705959
E01013378,16.74509318
E01013379,9.189127104
E01013380,126.788748
E01013381,350.6077285
E01013382,224.2087963
E01013383,68.84609727
E01013384,16.05484117
E01013385,71.78550537
E01013386,68.16183698
E01013387,26.83223664
E01013388,94.47986871
E01013389,818.2551969
E01013390,396.6108195
E01013391,302.8479982
E01013392,456.9802674
E01013393,87.43079906
E01013394,108.8666734
E01013395,0.516880905
E01013396,27.50189252
E01013397,351.3476534
E01013398,485.5305838
E01013399,416.480858
E01013400,46.22769169
E01013401,30.09390505
E01013402,2.343142024
E01013403,2.612748074
E01013404,1.621837773
E01013405,576.2801734
E01013406,119.6148389
E01013407,9.67080586
E01013408,0.83828218
E01013409,91.68002876
E01013410,132.9593452
E01013411,944.8503747
E01013412,2.100907908
E01013413,103.6204297
E01013414,27.4429245
E01013416,579.9801103
E01013417,38.31530298
E01013418,13.91091147
E01013419,2.947223643
E01013420,33.98144584
E01013421,33.35362068
E01013422,122.0555037
E01013423,272.9745185
E01013424,31.88859449
E01013425,560.8689913
E01013426,1.199347826
E01013427,502.5836434
E01013428,0.533555421
E01013429,165.1268791
E01013430,173.4961211
E01013431,39.79814849
E01013432,101.605845
E01013433,159.4601674
E01013434,5.010100908
E01013435,17.97652438
E01013436,31.37969355
E01013437,89.23914567
E01013438,77.15759196
E01013439,5.68186505
E01013440,30.11694157
E01013441,78.94809121
E01013442,10.02356987
E01013443,503.6011849
E01013444,53.69477659
E01013445,4.69838405
E01013446,252.1723289
E01013447,98.65260066
E01013448,165.277447
E01013449,44.87660029
E01013450,168.3178486
E01013451,74.31311765
E01013452,779.0087484
E01013453,36.98010874
E01013454,338.7031071
E01013455,54.26333456
E01013456,108.3822966
E01013457,366.9509574
E01013458,221.1807958
E01013459,1295.848766
E01013460,237.2897248
E01013461,46.45813274
E01013462,183.4072034
E01013463,38.97098079
E01013464,110.0624774
E01013465,21.30461028
E01013466,154.4240985
E01013467,20.49523577
E01013468,150.1661221
E01013469,111.2254307
E01013470,198.9868772
E01013471,7.516794516
E01013472,39.17067299
E01013473,70.27957077
E01013474,5.093580881
E01013475,574.0229925
E01013476,20.156466
E01013477,372.2476164
E01013479,12.14808077
E01013480,419.1110888
E01013481,902.8965069
E01013483,16.36671826
E01013484,366.6440537
E01013485,191.7316491
E01013486,654.6321226
E01013487,27.52973096
E01013488,15.56993899
E01013489,12.1695069
E01013490,147.9466545
E01013491,276.2503406
E01013492,772.5070334
E01013493,60.0044651
E01013494,6.447601895
E01013495,448.5995486
E01013496,49.7308013
E01013497,46.11500361
E01013498,601.4112799
E01013499,22.64571702
E01013500,391.8098933
E01013501,1.678721855
E01013502,949.0678246
E01013503,7.720737682
E01013504,610.7236197
E01013505,10.25329218
E01013506,68.88588555
E01013507,53.10519494
E01013508,375.2419384
E01013509,32.52768331
E01013510,1.408162709
E01013511,538.7361918
E01013512,18.70592709
E01013513,19.78184658
E01013514,32.61243368
E01013515,43.24210425
E01013517,21.76468395
E01013518,192.3910231
E01013519,51.63134376
E01013520,213.2550899
E01013521,339.7876029
E01013522,42.77432692
E01013523,20.84155431
E01013524,50.12756499
E01013525,252.3616761
E01013526,885.8377681
E01013527,29.2999648
E01013528,5.328774432
E01013529,37.5623067
E01013530,179.1972527
E01013531,112.1496051
E01013532,35.77889598
E01013533,34.52410428
E01013534,25.69059269
E01013535,166.7015857
E01013536,50.27518594
E01013537,13.51640279
E01013538,40.95671091
