ward,dow,slot,officers_alloc,hours_alloc,benefit
Dalgarno,2,6,100,200,0.2142974096660113
Dalgarno,6,6,100,200,0.19781314140117795
Dalgarno,3,6,100,200,0.1895708813966344
Dalgarno,4,6,100,200,0.18957060587013555
Dalston,4,6,100,200,0.5158968445743142
Dalston,6,6,100,200,0.41417094241042945
Dalston,3,6,100,200,0.3778398215231843
Dalston,5,6,100,200,0.3633079639679767
De Beauvoir,2,6,100,200,0.5186125356699888
De Beauvoir,4,6,100,200,0.4395020072007568
De Beauvoir,6,6,100,200,0.3955519960348728
De Beauvoir,3,6,100,200,0.37797136360379574
Deptford,3,6,100,200,0.8201274393954127
Deptford,2,6,100,200,0.6525745101831759
Deptford,5,6,100,200,0.6437564628068642
Deptford,0,6,100,200,0.6261186707733468
Dollis Hill,3,6,100,200,0.49827072745284756
Dollis Hill,2,6,100,200,0.4216141845158185
Dollis Hill,4,6,100,200,0.4088375144449403
Dollis Hill,5,6,100,200,0.40244963149452195
Dormers Wells,4,6,100,200,0.25669293414820876
Dormers Wells,5,6,100,200,0.2478421446023055
Dormers Wells,3,6,100,200,0.21243600065999282
Dormers Wells,2,6,100,200,0.21243571543783407
Downham,4,6,100,200,0.07662235968632287
Downham,5,6,100,200,0.07139799912934627
Downham,2,6,100,200,0.06965600882960438
Downham,6,6,100,200,0.06617360836916002
Dulwich Hill,4,6,100,200,0.19935880164216543
Dulwich Hill,6,6,100,200,0.15284195936806377
Dulwich Hill,2,6,100,200,0.1528412207022387
Dulwich Hill,0,6,100,200,0.14619604160293892
Dulwich Village,4,6,100,200,0.2932200403371224
Dulwich Village,6,6,100,200,0.2773709894078332
Dulwich Village,5,6,100,200,0.22982120596621297
Dulwich Village,3,6,100,200,0.2139719537318325
Dulwich Wood,6,6,100,200,0.21276538866229994
Dulwich Wood,2,6,100,200,0.19342329447290985
Dulwich Wood,4,6,100,200,0.18697605791862265
Dulwich Wood,3,6,100,200,0.18697541829083061
Ealing Broadway,4,6,100,200,0.2960458622018296
Ealing Broadway,0,6,100,200,0.2960450582647443
Ealing Broadway,2,6,100,200,0.26455137617480107
Ealing Broadway,1,6,100,200,0.2141607427790926
Ealing Common,5,6,100,200,0.4416331216149366
Ealing Common,0,6,100,200,0.395145977588195
Ealing Common,4,6,100,200,0.3796501356899041
Ealing Common,2,6,100,200,0.37190248295609984
Earl's Court,2,6,100,200,0.7416391258173874
Earl's Court,5,6,100,200,0.7184627219410357
Earl's Court,3,6,100,200,0.6025818921538727
Earl's Court,6,6,100,200,0.533053408332325
East Acton,2,6,100,200,0.2900010766005917
East Acton,0,6,100,200,0.24265351005202032
East Acton,3,6,100,200,0.2248982917007038
East Acton,4,6,100,200,0.2012249635116196
East Barnet,2,6,100,200,0.33374977331492217
East Barnet,3,6,100,200,0.2920309403100328
East Barnet,6,6,100,200,0.27534426803076606
East Barnet,4,6,100,200,0.2753436607458295
East Finchley,6,6,100,200,0.3149210004712984
East Finchley,2,6,100,200,0.3090883299221702
East Finchley,4,6,100,200,0.2449385669893891
East Finchley,0,6,100,200,0.20411547370431518
East Greenwich,4,6,100,200,0.3448336291776757
East Greenwich,3,6,100,200,0.26207306003948777
East Greenwich,0,6,100,200,0.2551767098638079
East Greenwich,2,6,100,200,0.2206937524586149
East Ham,3,6,100,200,0.6522122025348499
East Ham,5,6,100,200,0.5890948303552851
East Ham,0,6,100,200,0.5575359848224217
East Ham,2,6,100,200,0.4944186966253473
East Ham South,4,6,100,200,0.39487273221250724
East Ham South,3,6,100,200,0.34291620392835775
East Ham South,2,6,100,200,0.34291542364641214
East Ham South,6,6,100,200,0.30135013006603395
East Putney,2,6,100,200,0.21411037022769086
East Putney,3,6,100,200,0.18352337857135093
East Putney,6,6,100,200,0.176726022793525
East Putney,0,6,100,200,0.16653015881803623
East Sheen,2,6,100,200,0.7862151294365882
East Sheen,6,6,100,200,0.5201117408887455
East Sheen,0,6,100,200,0.39915575500317696
East Sheen,3,6,100,200,0.36286860448852093
Eastbury,6,6,100,200,0.5838629760567033
Eastbury,5,6,100,200,0.46709065599013766
Eastbury,2,6,100,200,0.4033958948926155
Eastbury,3,6,100,200,0.3609336541819481
Eastcote,6,6,100,200,0.17125987884738872
Eastcote,2,6,100,200,0.17125976376695803
Eastcote,5,6,100,200,0.16555077816512018
Eastcote,3,6,100,200,0.15984264879925306
Edgware,2,6,100,200,1.2004622138955214
Edgware,4,6,100,200,0.8730635160097949
Edgware,0,6,100,200,0.8432998591615319
Edgware,6,6,100,200,0.783773255886052
Edgwarebury,2,6,100,200,0.5253364820537385
Edgwarebury,4,6,100,200,0.39720578023261555
Edgwarebury,6,6,100,200,0.38439193393124305
Edgwarebury,0,6,100,200,0.3715790854287467
Edmonton Green,4,6,100,200,0.5215756997604757
Edmonton Green,2,6,100,200,0.5149741438190701
Edmonton Green,6,6,100,200,0.47536101878399667
Edmonton Green,0,6,100,200,0.4291453006148341
Elm Park,3,6,100,200,0.18955985039891315
Elm Park,4,6,100,200,0.16658222647198456
Elm Park,6,6,100,200,0.1608385633645758
Elm Park,2,6,100,200,0.1378613711583761
Eltham Page,4,6,100,200,0.21507753719718603
Eltham Page,5,6,100,200,0.16619592916283907
Eltham Page,2,6,100,200,0.15641985307567166
Eltham Page,6,6,100,200,0.1368677013642858
Eltham Park & Progress,4,6,100,200,0.09203218197178599
Eltham Park & Progress,2,6,100,200,0.09203168899927512
Eltham Park & Progress,0,6,100,200,0.08326654668704317
Eltham Park & Progress,6,6,100,200,0.07888463227375596
Eltham Town & Avery Hill,4,6,100,200,0.35578434784964375
Eltham Town & Avery Hill,2,6,100,200,0.30279513135666153
Eltham Town & Avery Hill,0,6,100,200,0.29522478633855526
Eltham Town & Avery Hill,1,6,100,200,0.2876552048251564
Endlebury,5,6,100,200,0.10407674142956522
Endlebury,6,6,100,200,0.0982946451461872
Endlebury,4,6,100,200,0.07516698613256144
Endlebury,0,6,100,200,0.06938484459958583
Enfield Lock,2,6,100,200,0.4021383841689989
Enfield Lock,4,6,100,200,0.40213750228003525
Enfield Lock,6,6,100,200,0.2661207207063379
Enfield Lock,0,6,100,200,0.2306384403400751
Erith,4,6,100,200,0.17099531631114792
Erith,1,6,100,200,0.16637402504581483
Erith,2,6,100,200,0.16175256604976196
Erith,0,6,100,200,0.14788765386252006
Evelyn,4,6,100,200,0.3815784625098685
Evelyn,5,6,100,200,0.38157805958808055
Evelyn,2,6,100,200,0.32706746847241724
Evelyn,0,6,100,200,0.31616435370542434
Fairfield,2,6,100,200,0.5459246336881086
Fairfield,4,6,100,200,0.51283817501413
Fairfield,6,6,100,200,0.5045667893085415
Fairfield,3,6,100,200,0.47148036594342435
Fairlop,4,6,100,200,0.19398101597434708
Fairlop,2,6,100,200,0.17391400627759507
Fairlop,0,6,100,200,0.15384752993774833
Fairlop,1,6,100,200,0.14715856239657207
Falconbrook,3,6,100,200,0.26933403844990583
Falconbrook,0,6,100,200,0.2633484414288454
Falconbrook,2,6,100,200,0.2214524007652494
Falconbrook,5,6,100,200,0.20349636075845284
Falconwood & Welling,3,6,100,200,0.3593985455460794
Falconwood & Welling,2,6,100,200,0.2854048656802851
Falconwood & Welling,5,6,100,200,0.23255181093780525
Falconwood & Welling,4,6,100,200,0.22198185335464318
Faraday,2,6,100,200,0.9189261469773907
Faraday,6,6,100,200,0.7796948860646153
Faraday,0,6,100,200,0.6126175909426412
Faraday,5,6,100,200,0.5569252573687332
Farringdon Without,2,6,100,200,0.09721294915389436
Farringdon Without,5,6,100,200,0.08933068571121386
Farringdon Without,6,6,100,200,0.08407604463402092
Farringdon Without,4,6,100,200,0.07882142049662696
Feltham North,2,6,100,200,0.48522297129321323
Feltham North,4,6,100,200,0.4322897008750246
Feltham North,3,6,100,200,0.326422342568334
Feltham North,5,6,100,200,0.28231123752540827
Feltham West,2,6,100,200,0.3951763804364681
Feltham West,4,6,100,200,0.33370432531370325
Feltham West,3,6,100,200,0.3161413575014445
Feltham West,0,6,100,200,0.2985778647837287
Figge's Marsh,2,6,100,200,0.10167285997131838
Figge's Marsh,6,6,100,200,0.09199018494060325
Figge's Marsh,0,6,100,200,0.08714819206212764
Figge's Marsh,4,6,100,200,0.0726234531229798
Finchley Church End,2,6,100,200,0.7665974707371525
Finchley Church End,4,6,100,200,0.6969073535849768
Finchley Church End,5,6,100,200,0.5774372727100091
Finchley Church End,6,6,100,200,0.5774369692255833
Finsbury Park,6,6,100,200,0.41825641942014763
Finsbury Park,2,6,100,200,0.3333932200290143
Finsbury Park,5,6,100,200,0.30914578397648784
Finsbury Park,0,6,100,200,0.3091457522137501
Forest,4,6,100,200,0.4044426945555663
Forest,2,6,100,200,0.3925464285834603
Forest,5,6,100,200,0.33306979279645305
Forest,3,6,100,200,0.29738380385836044
Forest Gate North,2,6,100,200,0.19191369317347098
Forest Gate North,0,6,100,200,0.16544361312059203
Forest Gate North,4,6,100,200,0.15220804332481128
Forest Gate North,1,6,100,200,0.14559046131129244
Forest Gate South,4,6,100,200,0.41732268323663196
Forest Gate South,2,6,100,200,0.39277402166951564
Forest Gate South,3,6,100,200,0.3845912286785868
Forest Gate South,6,6,100,200,0.36004237055858146
Forest Hill,2,6,100,200,0.25933530181588443
Forest Hill,1,6,100,200,0.2526863433073597
Forest Hill,4,6,100,200,0.2526862900349899
Forest Hill,3,6,100,200,0.24603652298143533
Fortis Green,4,6,100,200,0.5319780452805541
Fortis Green,2,6,100,200,0.4918283095633081
Fortis Green,0,6,100,200,0.3412691180244742
Fortis Green,6,6,100,200,0.34126896885391866
Fortune Green,2,6,100,200,0.43264158976139205
Fortune Green,5,6,100,200,0.406153263484578
Fortune Green,0,6,100,200,0.39732384224084993
Fortune Green,6,6,100,200,0.3708354189765462
Friern Barnet,0,6,100,200,0.27552293030011077
Friern Barnet,4,6,100,200,0.27068933875593537
Friern Barnet,2,6,100,200,0.23685325965909199
Friern Barnet,6,6,100,200,0.22235183666699634
Frognal,4,6,100,200,0.2320225988879304
Frognal,6,6,100,200,0.1834595026871824
Frognal,2,6,100,200,0.16187640528503044
Frognal,5,6,100,200,0.14029287136325114
Fulham Reach,2,6,100,200,0.29286365046728885
Fulham Reach,4,6,100,200,0.2863552877130615
Fulham Reach,5,6,100,200,0.26032341479531046
Fulham Reach,0,6,100,200,0.2538152905057651
Fulham Town,0,6,100,200,0.26982491665874364
Fulham Town,3,6,100,200,0.26982487392927623
Fulham Town,2,6,100,200,0.26982452689140857
Fulham Town,6,6,100,200,0.25296078378242326
Fullwell,4,6,100,200,0.2756771458155878
Fullwell,6,6,100,200,0.2673237554007133
Fullwell,2,6,100,200,0.22555426348188415
Fullwell,5,6,100,200,0.20049265036208952
Fulwell & Hampton Hill,2,6,100,200,0.12470813067946024
Fulwell & Hampton Hill,5,6,100,200,0.1047554057818621
Fulwell & Hampton Hill,3,6,100,200,0.08979010012065049
Fulwell & Hampton Hill,1,6,100,200,0.08978982576154508
Garden Suburb,4,6,100,200,0.48888782500045197
Garden Suburb,3,6,100,200,0.3854693256093108
Garden Suburb,2,6,100,200,0.3196579730792349
Garden Suburb,6,6,100,200,0.272649373289654
Gascoigne,4,6,100,200,0.2671691681536841
Gascoigne,0,6,100,200,0.2671691067473393
Gascoigne,3,6,100,200,0.24490544017088972
Gascoigne,2,6,100,200,0.23377331488485173
Gipsy Hill,4,6,100,200,0.43315902718749283
Gipsy Hill,2,6,100,200,0.3850299861443735
Gipsy Hill,6,6,100,200,0.3609662337159619
Gipsy Hill,3,6,100,200,0.22861214847987327
Golborne,2,6,100,200,0.12449467962065074
Golborne,4,6,100,200,0.1215994749204951
Golborne,6,6,100,200,0.11870417237282149
Golborne,1,6,100,200,0.11580856196809244
Golders Green,4,6,100,200,0.5283257328414307
Golders Green,2,6,100,200,0.47054030416871817
Golders Green,5,6,100,200,0.4375200367384068
Golders Green,0,6,100,200,0.37147870014957757
Goodmayes,4,6,100,200,0.18163447111448264
Goodmayes,6,6,100,200,0.17685504557912263
Goodmayes,2,6,100,200,0.16729530360497794
Goodmayes,0,6,100,200,0.15295524404598745
Goose Green,4,6,100,200,0.2697557654710385
Goose Green,2,6,100,200,0.23412737720366786
Goose Green,0,6,100,200,0.16796130079626895
Goose Green,6,6,100,200,0.14760184362891907
Gooshays,4,6,100,200,0.29957174889282634
Gooshays,0,6,100,200,0.2559979373393261
Gooshays,1,6,100,200,0.22876374908761035
Gooshays,2,6,100,200,0.22331754746667173
Goresbrook,5,6,100,200,0.09531866807306089
Goresbrook,2,6,100,200,0.09077944232970485
Goresbrook,4,6,100,200,0.09077936296720995
Goresbrook,3,6,100,200,0.07716254961232565
Gospel Oak,4,6,100,200,0.5494054419963899
Gospel Oak,0,6,100,200,0.4739966640677252
Gospel Oak,1,6,100,200,0.4524518807897585
Gospel Oak,2,6,100,200,0.44167875009030544
Graveney,4,6,100,200,0.26467324727322555
Graveney,1,6,100,200,0.15880415221652222
Graveney,6,6,100,200,0.15124240856021975
Graveney,3,6,100,200,0.12855645776137145
Green Street East,4,6,100,200,0.2379961699735654
Green Street East,5,6,100,200,0.19193204780573322
Green Street East,3,6,100,200,0.1842546667683456
Green Street East,6,6,100,200,0.18425440251714223
Green Street West,2,6,100,200,0.3460466476756755
Green Street West,3,6,100,200,0.3163853369968955
Green Street West,4,6,100,200,0.30649853406174227
Green Street West,6,6,100,200,0.24717691359621427
Greenford Broadway,5,6,100,200,0.4585988279973084
Greenford Broadway,6,6,100,200,0.45859820448580424
Greenford Broadway,4,6,100,200,0.42141521903278334
Greenford Broadway,1,6,100,200,0.34704798564539235
Greenhill,4,6,100,200,0.6299854063838329
Greenhill,6,6,100,200,0.6047857865238113
Greenhill,0,6,100,200,0.592185933316279
Greenhill,1,6,100,200,0.5039884835873601
Greenwich Creekside,2,6,100,200,0.38960573744471694
Greenwich Creekside,5,6,100,200,0.32467157608795155
Greenwich Creekside,3,6,100,200,0.2840877958859736
Greenwich Creekside,0,6,100,200,0.23538717528857955
Greenwich Park,2,6,100,200,0.4245946138662216
Greenwich Park,0,6,100,200,0.37607023509015275
Greenwich Park,4,6,100,200,0.33967553995211647
Greenwich Park,3,6,100,200,0.29115093673732145
Greenwich Peninsula,2,6,100,200,0.3119745453397829
Greenwich Peninsula,6,6,100,200,0.28164349732571325
Greenwich Peninsula,4,6,100,200,0.25564525304287933
Greenwich Peninsula,5,6,100,200,0.20798312083582332
Grove,4,6,100,200,0.34620517156782565
Grove,2,6,100,200,0.34620490323851955
Grove,6,6,100,200,0.2885043838067696
Grove,0,6,100,200,0.28026118802924044
Grove Green,5,6,100,200,0.18200748055432892
Grove Green,2,6,100,200,0.1631791915174109
Grove Green,3,6,100,200,0.15690278671468122
Grove Green,4,6,100,200,0.15062690570975437
Grove Park,3,6,100,200,0.18993835176077084
Grove Park,2,6,100,200,0.17317950100396187
Grove Park,4,6,100,200,0.17317908926843853
Grove Park,0,6,100,200,0.12290135987608093
Hackney Central,3,6,100,200,0.5535173028167608
Hackney Central,2,6,100,200,0.5535171007090095
Hackney Central,0,6,100,200,0.499951275857403
Hackney Central,4,6,100,200,0.4642406411031062
Hackney Downs,2,6,100,200,0.21995275736901462
Hackney Downs,5,6,100,200,0.18273009855137023
Hackney Downs,0,6,100,200,0.1793469957780824
Hackney Downs,1,6,100,200,0.16581100435830778
Hackney Wick,4,6,100,200,0.19595336417905532
Hackney Wick,2,6,100,200,0.16892602777924887
Hackney Wick,6,6,100,200,0.15879021299200702
Hackney Wick,5,6,100,200,0.14189785327855278
Hacton,5,6,100,200,0.12200761292285382
Hacton,3,6,100,200,0.11183994873140454
Hacton,4,6,100,200,0.07117150574748292
Hacton,0,6,100,200,0.07117109180212779
Haggerston,4,6,100,200,0.4731947114770678
Haggerston,3,6,100,200,0.44738457125727465
Haggerston,2,6,100,200,0.41297056411297245
Haggerston,5,6,100,200,0.36134929501686164
Hale End & Highams Park South,4,6,100,200,0.2214653161160286
Hale End & Highams Park South,2,6,100,200,0.18119961637278298
Hale End & Highams Park South,6,6,100,200,0.17113209629003745
Hale End & Highams Park South,3,6,100,200,0.14093297660573909
"Ham, Petersham & Richmond Riverside",2,6,100,200,0.3765697726046526
"Ham, Petersham & Richmond Riverside",0,6,100,200,0.23535634849864454
"Ham, Petersham & Richmond Riverside",6,6,100,200,0.22594263022346409
"Ham, Petersham & Richmond Riverside",4,6,100,200,0.2165282741584357
Hammersmith Broadway,6,6,100,200,0.41028720923648443
Hammersmith Broadway,4,6,100,200,0.3978547553057981
Hammersmith Broadway,5,6,100,200,0.31082351808539344
Hammersmith Broadway,2,6,100,200,0.2983905377279348
Hampstead Town,4,6,100,200,0.19596751968542772
Hampstead Town,2,6,100,200,0.1959673944760398
Hampstead Town,6,6,100,200,0.18896846145430016
Hampstead Town,1,6,100,200,0.16097394053287253
Hampton,3,6,100,200,0.10167292794429925
Hampton,1,6,100,200,0.08527457776299917
Hampton,2,6,100,200,0.08527395144360232
Hampton,4,6,100,200,0.07215558100437594
Hampton North,3,6,100,200,0.0990321342807506
Hampton North,2,6,100,200,0.09903194086929255
Hampton North,5,6,100,200,0.07262376527435822
Hampton North,4,6,100,200,0.06932311125287094
Hampton Wick & South Teddington,5,6,100,200,0.3261404608905403
Hampton Wick & South Teddington,3,6,100,200,0.27817866966722204
Hampton Wick & South Teddington,2,6,100,200,0.26858637894744253
Hampton Wick & South Teddington,1,6,100,200,0.21103275043414738
Hanger Hill,4,6,100,200,0.45762834227952365
Hanger Hill,2,6,100,200,0.3708369693363814
Hanger Hill,0,6,100,200,0.34716612187129414
Hanger Hill,5,6,100,200,0.3392759371947848
Hanwell Broadway,3,6,100,200,0.5149599951910487
Hanwell Broadway,2,6,100,200,0.4834326219244703
Hanwell Broadway,5,6,100,200,0.44139453902853226
Hanwell Broadway,4,6,100,200,0.4308852078318173
Hanworth Park,3,6,100,200,0.5560735958575681
Hanworth Park,2,6,100,200,0.5070074350249361
Hanworth Park,5,6,100,200,0.4906532953196827
Hanworth Park,4,6,100,200,0.4415872843941559
Hanworth Village,4,6,100,200,0.2693233865485546
Hanworth Village,6,6,100,200,0.2627543742061815
Hanworth Village,3,6,100,200,0.23647869610160904
Hanworth Village,0,6,100,200,0.2102037433998459
Harefield Village,2,6,100,200,0.10939477213508168
Harefield Village,3,6,100,200,0.10296054749934193
Harefield Village,6,6,100,200,0.07078542836308094
Harefield Village,0,6,100,200,0.07078536281019063
Harlesden & Kensal Green,4,6,100,200,0.6306640634557088
Harlesden & Kensal Green,2,6,100,200,0.545439891164398
Harlesden & Kensal Green,3,6,100,200,0.494304920839474
Harlesden & Kensal Green,6,6,100,200,0.4602143915781223
Harold Wood,2,6,100,200,0.20739256195526065
Harold Wood,4,6,100,200,0.1618670003855918
Harold Wood,6,6,100,200,0.14669239163233888
Harold Wood,0,6,100,200,0.13657542083910668
Harringay,2,6,100,200,0.3568247364812605
Harringay,6,6,100,200,0.2867348105087957
Harringay,0,6,100,200,0.26124679753049274
Harringay,4,6,100,200,0.2293878018595748
Harrow Road,3,6,100,200,0.4511431842013738
Harrow Road,1,6,100,200,0.43927181502232265
Harrow Road,2,6,100,200,0.43927147775307046
Harrow Road,6,6,100,200,0.4155267639930302
Harrow Weald,2,6,100,200,0.5451630705690346
Harrow Weald,4,6,100,200,0.5009612566894198
Harrow Weald,3,6,100,200,0.5009606037948597
Harrow Weald,0,6,100,200,0.4862270377396831
Harrow on the Hill,4,6,100,200,0.1916369128873408
Harrow on the Hill,2,6,100,200,0.18330448557989204
Harrow on the Hill,6,6,100,200,0.17497298547348172
Harrow on the Hill,0,6,100,200,0.16664017809595869
Haselbury,4,6,100,200,0.3059642591970061
Haselbury,2,6,100,200,0.26477651940444485
Haselbury,0,6,100,200,0.24124051716534511
Haselbury,6,6,100,200,0.22358915267945678
Hatch End,6,6,100,200,0.2064488842439026
Hatch End,4,6,100,200,0.18993293995695879
Hatch End,3,6,100,200,0.1486434937076379
Hatch End,2,6,100,200,0.1403852646532645
Hatch Lane & Highams Park North,2,6,100,200,0.23620975912966646
Hatch Lane & Highams Park North,6,6,100,200,0.16432004393862737
Hatch Lane & Highams Park North,3,6,100,200,0.16431973497336524
Hatch Lane & Highams Park North,4,6,100,200,0.14377946858460033
Havering-atte-Bower,6,6,100,200,0.22876556926826033
Havering-atte-Bower,2,6,100,200,0.16993960796956514
Havering-atte-Bower,4,6,100,200,0.16340349407303342
Havering-atte-Bower,3,6,100,200,0.13725921976890423
Haverstock,5,6,100,200,0.5645151838583713
Haverstock,4,6,100,200,0.5404935946598322
Haverstock,2,6,100,200,0.4444057952571891
Haverstock,3,6,100,200,0.43239497253947046
Hayes & Coney Hall,6,6,100,200,0.11829884110327388
Hayes & Coney Hall,4,6,100,200,0.08952354404144638
Hayes & Coney Hall,2,6,100,200,0.07033980887226117
Hayes & Coney Hall,5,6,100,200,0.0639456045724434
Hayes Town,4,6,100,200,0.5428543525890586
Hayes Town,0,6,100,200,0.5241351889184097
Hayes Town,3,6,100,200,0.48669717660180034
Hayes Town,5,6,100,200,0.45861853926429896
Headstone,4,6,100,200,0.2941775992962438
Headstone,2,6,100,200,0.2533196115110625
Headstone,5,6,100,200,0.22063370206068764
Headstone,6,6,100,200,0.22063286455625913
Heath,2,6,100,200,0.12500782046844328
Heath,4,6,100,200,0.10000654244311069
Heath,0,6,100,200,0.07500468879940295
Heath,1,6,100,200,0.06250407762639455
Heathfield,2,6,100,200,0.1257617791818601
Heathfield,4,6,100,200,0.08174609682064002
Heathfield,6,6,100,200,0.07860153135049944
Heathfield,3,6,100,200,0.0691692186129332
Heathrow Villages,4,6,100,200,0.6197290209612064
Heathrow Villages,2,6,100,200,0.42176023335187496
Heathrow Villages,3,6,100,200,0.4131528418848249
Heathrow Villages,0,6,100,200,0.3873310856448599
Heaton,4,6,100,200,0.34435210777055547
Heaton,0,6,100,200,0.26385425758993203
Heaton,2,6,100,200,0.24596586516626556
Heaton,6,6,100,200,0.23254909712566768
Hendon,2,6,100,200,0.7269310796174054
Hendon,1,6,100,200,0.6826059986495815
Hendon,4,6,100,200,0.6116860104680631
Hendon,5,6,100,200,0.593956482329492
Hermitage & Gardens,2,6,100,200,0.24159868209266697
Hermitage & Gardens,4,6,100,200,0.19126532929374254
Hermitage & Gardens,5,6,100,200,0.140932967246414
Hermitage & Gardens,0,6,100,200,0.1409327449049615
Herne Hill & Loughborough Junction,4,6,100,200,0.600569173393828
Herne Hill & Loughborough Junction,5,6,100,200,0.47317589187793546
Herne Hill & Loughborough Junction,3,6,100,200,0.45497695393668586
Herne Hill & Loughborough Junction,0,6,100,200,0.41857907967968105
Heston Central,4,6,100,200,0.5906018586337646
Heston Central,2,6,100,200,0.3769800815136772
Heston Central,5,6,100,200,0.36441434879693213
Heston Central,6,6,100,200,0.36441422044000754
Heston East,4,6,100,200,0.2150127196740523
Heston East,5,6,100,200,0.16271285822679935
Heston East,6,6,100,200,0.1627126540738769
Heston East,2,6,100,200,0.14527955127717482
Heston West,4,6,100,200,0.5151758170138305
Heston West,6,6,100,200,0.34345063257529596
Heston West,2,6,100,200,0.3253749096242492
Heston West,1,6,100,200,0.30729842806427354
High Barnet,2,6,100,200,0.20286016502266013
High Barnet,6,6,100,200,0.19689403917245185
High Barnet,1,6,100,200,0.15512861310708398
High Barnet,4,6,100,200,0.14916200846114316
High Street,0,6,100,200,0.3335570103350157
High Street,2,6,100,200,0.325976205081582
High Street,6,6,100,200,0.3183948227062381
High Street,4,6,100,200,0.26532917718184246
Higham Hill,6,6,100,200,0.45519724791389826
Higham Hill,2,6,100,200,0.4150335134725753
Higham Hill,4,6,100,200,0.3480927383286272
Higham Hill,3,6,100,200,0.3213164796859312
Highbury,2,6,100,200,0.4753225570727252
Highbury,0,6,100,200,0.4521357399812047
Highbury,4,6,100,200,0.40576315082401887
Highbury,6,6,100,200,0.3941696790135429
Highfield,2,6,100,200,0.4456363113243429
Highfield,6,6,100,200,0.3819740700970855
Highfield,4,6,100,200,0.2970913033457724
Highfield,1,6,100,200,0.24403972358353992
Highgate,2,6,100,200,1.058144994116817
Highgate,4,6,100,200,1.0365500200029822
Highgate,6,6,100,200,0.9933604252158689
Highgate,3,6,100,200,0.9393730313860941
Hillingdon West,6,6,100,200,0.19584480677075916
Hillingdon West,5,6,100,200,0.1865194954068779
Hillingdon West,1,6,100,200,0.16786709448618542
Hillingdon West,4,6,100,200,0.14921535265391964
Hillrise,4,6,100,200,0.7858821221192132
Hillrise,5,6,100,200,0.6166148107112148
Hillrise,6,6,100,200,0.5924340376060596
Hillrise,1,6,100,200,0.5803433262538092
Hillside,0,6,100,200,0.1950456113965077
Hillside,1,6,100,200,0.16253812908337742
Hillside,4,6,100,200,0.146284701349032
Hillside,2,6,100,200,0.14628466323762773
Hither Green,2,6,100,200,0.5015184921615538
Hither Green,4,6,100,200,0.4448954652398441
Hither Green,6,6,100,200,0.4044501083007254
Hither Green,0,6,100,200,0.34782666626218434
Hoe Street,4,6,100,200,0.49831597920359033
Hoe Street,2,6,100,200,0.44946174275047807
Hoe Street,6,6,100,200,0.4103776117620999
Hoe Street,3,6,100,200,0.3712948532892086
Holborn & Covent Garden,4,6,100,200,1.0086731952749537
Holborn & Covent Garden,2,6,100,200,0.9918625560813424
Holborn & Covent Garden,3,6,100,200,0.9498346923172483
Holborn & Covent Garden,0,6,100,200,0.8657780221410504
Holland,3,6,100,200,0.23475221894931814
Holland,4,6,100,200,0.23475208890955904
Holland,0,6,100,200,0.22239734652586104
Holland,1,6,100,200,0.21004129970759636
Holloway,0,6,100,200,0.7435758867419072
Holloway,4,6,100,200,0.6553545934548269
Holloway,3,6,100,200,0.6175465451670998
Holloway,6,6,100,200,0.5293255425385237
Homerton,4,6,100,200,0.685335144693336
Homerton,3,6,100,200,0.67619766275593
Homerton,2,6,100,200,0.5574061733279922
Homerton,0,6,100,200,0.43861481743001457
Hook & Chessington North,6,6,100,200,0.1201267440109515
Hook & Chessington North,4,6,100,200,0.10164536716740771
Hook & Chessington North,0,6,100,200,0.07392386542765914
Hook & Chessington North,3,6,100,200,0.06468399296645495
Hornsey,2,6,100,200,0.4927297551534329
Hornsey,4,6,100,200,0.3467358954422403
Hornsey,3,6,100,200,0.3376112138477476
Hornsey,0,6,100,200,0.2919878473619196
Hounslow Central,3,6,100,200,0.38759206104714555
Hounslow Central,0,6,100,200,0.34569072145297514
Hounslow Central,1,6,100,200,0.3352149959957025
Hounslow Central,4,6,100,200,0.31426439392259875
Hounslow East,4,6,100,200,0.21876148008697913
Hounslow East,3,6,100,200,0.16728850263947653
Hounslow East,6,6,100,200,0.14155207761282151
Hounslow East,1,6,100,200,0.1415518525323504
Hounslow Heath,3,6,100,200,0.09885051209464477
Hounslow Heath,4,6,100,200,0.08282063701797192
Hounslow Heath,5,6,100,200,0.07747726555354398
Hounslow Heath,2,6,100,200,0.07213435288197359
Hounslow West,4,6,100,200,0.3944293869610778
Hounslow West,3,6,100,200,0.36408951030338527
Hounslow West,0,6,100,200,0.30340778778842015
Hounslow West,1,6,100,200,0.28318078106295413
Hoxton East & Shoreditch,2,6,100,200,0.5725898781320283
Hoxton East & Shoreditch,4,6,100,200,0.5269859314665043
Hoxton East & Shoreditch,0,6,100,200,0.466179653060719
Hoxton East & Shoreditch,1,6,100,200,0.46111220277578097
Hoxton West,4,6,100,200,0.46719721649128854
Hoxton West,6,6,100,200,0.3460716528501569
Hoxton West,0,6,100,200,0.28839376458044946
Hoxton West,3,6,100,200,0.2883929030945042
Hyde Park,4,6,100,200,0.5599522441247867
Hyde Park,0,6,100,200,0.551836730444281
Hyde Park,3,6,100,200,0.5518360656112578
Hyde Park,2,6,100,200,0.4869151257570436
Ickenham & South Harefield,4,6,100,200,0.0867939383047129
